0	0
-5.2313e-06	-2.99489e-06
-2.0951e-05	-1.18677e-05
-4.71933e-05	-2.6452e-05
-8.39871e-05	-4.65833e-05
-0.000131356	-7.20984e-05
-0.000189317	-0.000102836
-0.000257885	-0.000138635
-0.000337067	-0.000179337
-0.000426868	-0.000224784
-0.000527287	-0.00027482
-0.000638317	-0.000329292
-0.000759949	-0.000388044
-0.000892169	-0.000450927
-0.00103496	-0.00051779
-0.00118829	-0.000588486
-0.00135215	-0.000662867
-0.00152649	-0.000740789
-0.00171129	-0.000822111
-0.00190651	-0.00090669
-0.0021121	-0.00099439
-0.00232802	-0.00108507
-0.00255422	-0.0011786
-0.00279064	-0.00127485
-0.00303724	-0.00137369
-0.00329396	-0.00147498
-0.00356072	-0.00157862
-0.00383747	-0.00168446
-0.00412414	-0.00179239
-0.00442065	-0.00190231
-0.00472694	-0.00201408
-0.00504294	-0.00212759
-0.00536855	-0.00224275
-0.0057037	-0.00235943
-0.00604831	-0.00247754
-0.0064023	-0.00259698
-0.00676557	-0.00271764
-0.00713804	-0.00283943
-0.00751962	-0.00296225
-0.00791021	-0.00308602
-0.00830973	-0.00321064
-0.00871807	-0.00333604
-0.00913514	-0.00346212
-0.00956084	-0.00358881
-0.00999507	-0.00371603
-0.0104377	-0.0038437
-0.0108887	-0.00397177
-0.0113479	-0.00410014
-0.0118153	-0.00422877
-0.0122906	-0.00435758
-0.0127739	-0.00448651
-0.013265	-0.00461552
-0.0137638	-0.00474453
-0.0142701	-0.00487349
-0.014784	-0.00500236
-0.0153052	-0.00513109
-0.0158338	-0.00525963
-0.0163694	-0.00538794
-0.0169122	-0.00551598
-0.0174618	-0.0056437
-0.0180184	-0.00577107
-0.0185816	-0.00589806
-0.0191515	-0.00602463
-0.0197279	-0.00615076
-0.0203107	-0.00627642
-0.0208998	-0.00640158
-0.021495	-0.00652621
-0.0220964	-0.0066503
-0.0227038	-0.00677383
-0.023317	-0.00689678
-0.023936	-0.00701913
-0.0245606	-0.00714087
-0.0251908	-0.00726199
-0.0258265	-0.00738248
-0.0264675	-0.00750232
-0.0271138	-0.00762151
-0.0277652	-0.00774005
-0.0284217	-0.00785793
-0.029083	-0.00797515
-0.0297493	-0.00809171
-0.0304203	-0.0082076
-0.0310959	-0.00832284
-0.0317761	-0.00843742
-0.0324607	-0.00855134
-0.0331497	-0.00866462
-0.0338429	-0.00877726
-0.0345403	-0.00888927
